Date,Holiday,special_day,Avg_Temp,Max_Temp,Min_Temp,Season,Month,Day,Lunch_Main_Dish,Dinner_Main_Dish,Lunch_Count,Dinner_Count,MainMenu
2016-11-25,2016,0,1.0,6.0,-3.5,가을,11,금,통감자오븐구이,장어강정,720,392,통감자오븐구이 / 장어강정
2016-11-28,2016,0,1.4,5.6,-1.4,가을,11,월,오징어볶음,닭강정,1246,623,오징어볶음 / 닭강정
2016-11-29,2016,0,1.7,8.6,-2.8,가을,11,화,제육볶음,야채튀김,900,587,제육볶음 / 야채튀김
2016-12-01,2016,0,4.1,7.0,-1.0,겨울,12,목,모둠장조림,수제고로케*케찹,956,571,모둠장조림 / 수제고로케*케찹
2016-12-02,2016,0,1.6,7.9,-3.5,겨울,12,금,양념찜닭,미니함박조림,766,448,양념찜닭 / 미니함박조림
2016-12-05,2016,0,5.9,10.3,0.5,겨울,12,월,훈제오리구이,소고기숙주볶음,1110,560,훈제오리구이 / 소고기숙주볶음
2016-12-06,2016,0,-1.1,4.3,-4.2,겨울,12,화,삼겹살오븐구이,단호박조림,930,593,삼겹살오븐구이 / 단호박조림
2016-12-07,2016,0,1.7,7.5,-2.7,겨울,12,수,해물누룽지탕,유린기,895,468,해물누룽지탕 / 유린기
2016-12-08,2016,0,2.1,6.1,-3.0,겨울,12,목,양념돼지갈비찜,해물볶음우동,787,512,양념돼지갈비찜 / 해물볶음우동
2016-12-09,2016,0,1.4,4.2,-2.9,겨울,12,금,삼치무조림,주꾸미볶음,621,416,삼치무조림 / 주꾸미볶음
2016-12-12,2016,0,2.3,6.3,-3.0,겨울,12,월,돈육굴소스볶음,유산슬,1069,544,돈육굴소스볶음 / 유산슬
2016-12-13,2016,0,3.4,8.8,-0.4,겨울,12,화,코다리강정,토마토스파게티,770,482,코다리강정 / 토마토스파게티
2016-12-14,2016,0,-1.4,-0.1,-2.3,겨울,12,수,고구마튀김,간장찜닭,904,441,고구마튀김 / 간장찜닭
2016-12-15,2016,0,-5.0,-1.5,-7.6,겨울,12,목,오리고추장볶음,해물떡볶이,850,499,오리고추장볶음 / 해물떡볶이
2016-12-16,2016,0,-4.7,0.0,-9.8,겨울,12,금,갈치구이,등갈비김치찜,699,518,갈치구이 / 등갈비김치찜
2016-12-19,2016,0,7.2,12.0,4.3,겨울,12,월,짬뽕불고기,탕수어,1215,482,짬뽕불고기 / 탕수어
2016-12-20,2016,0,7.6,13.6,4.4,겨울,12,화,고추잡채*꽃빵,오징어무침,790,461,고추잡채*꽃빵 / 오징어무침
2016-12-21,2016,0,7.9,12.6,4.1,겨울,12,수,마늘간장치킨,돈육장조림,929,494,마늘간장치킨 / 돈육장조림
2016-12-22,2016,0,5.5,11.0,1.5,겨울,12,목,쇠고기버섯볶음,사천식탕수육,524,213,쇠고기버섯볶음 / 사천식탕수육
2016-12-23,2016,0,-2.5,1.5,-4.4,겨울,12,금,떡갈비조림,궁중떡볶음,560,398,떡갈비조림 / 궁중떡볶음
2016-12-26,2016,0,2.5,4.4,1.3,겨울,12,월,돈육간장불고기,가자미양념찜,1192,328,돈육간장불고기 / 가자미양념찜
2016-12-27,2016,0,-2.3,1.3,-6.3,겨울,12,화,닭갈비,돈육강정,823,314,닭갈비 / 돈육강정
2016-12-28,2016,0,-3.7,2.6,-8.4,겨울,12,수,미트볼케찹조림,*,767,0,미트볼케찹조림 / *
2016-12-29,2016,0,-4.2,-1.1,-7.2,겨울,12,목,오징어볶음*소면,쇠고기퀘사디아,711,343,오징어볶음*소면 / 쇠고기퀘사디아
2016-12-30,2016,0,-3.9,1.0,-9.1,겨울,12,금,수제돈까스,닭볶음탕,658,275,수제돈까스 / 닭볶음탕
2017-01-02,2017,0,5.0,9.2,1.8,겨울,1,월,쇠고기낙지볶음,목살간장조림,1273,559,쇠고기낙지볶음 / 목살간장조림
2017-01-03,2017,0,2.0,7.7,-2.3,겨울,1,화,매운동태찜,수제고로케,1041,364,매운동태찜 / 수제고로케
2017-01-04,2017,0,3.9,8.9,1.0,겨울,1,수,동그랑땡전,닭데리야끼구이,949,427,동그랑땡전 / 닭데리야끼구이
2017-01-05,2017,0,3.8,7.3,-0.1,겨울,1,목,굴비구이,류산슬,1000,531,굴비구이 / 류산슬
2017-01-06,2017,0,5.4,11.4,2.5,겨울,1,금,레몬탕수육,등갈비묵은지찜,830,523,레몬탕수육 / 등갈비묵은지찜
2017-01-09,2017,0,1.5,4.3,-3.1,겨울,1,월,동파육,양파치킨,1322,620,동파육 / 양파치킨
2017-01-10,2017,0,-3.7,1.1,-7.4,겨울,1,화,주꾸미떡볶음,로제스파게티,1186,533,주꾸미떡볶음 / 로제스파게티
2017-01-11,2017,0,-3.8,1.5,-9.4,겨울,1,수,생선까스,제육볶음,1039,514,생선까스 / 제육볶음
2017-01-12,2017,0,-2.2,1.0,-6.1,겨울,1,목,매운닭찜,삼치된장구이,976,416,매운닭찜 / 삼치된장구이
2017-01-13,2017,0,-6.0,-1.4,-8.6,겨울,1,금,미니함박조림,소고기장조림,791,533,미니함박조림 / 소고기장조림
2017-01-16,2017,0,-3.8,4.0,-8.9,겨울,1,월,오징어볶음*소면,매운돼지갈비찜,1273,571,오징어볶음*소면 / 매운돼지갈비찜
2017-01-17,2017,0,-2.0,3.4,-7.1,겨울,1,화,쇠고기숙주볶음,닭강정,1035,469,쇠고기숙주볶음 / 닭강정
2017-01-18,2017,0,-0.5,2.8,-3.0,겨울,1,수,훈제오리구이,갈치양념조림,863,394,훈제오리구이 / 갈치양념조림
2017-01-19,2017,0,-1.2,4.7,-4.9,겨울,1,목,유자청돈육볶음,펜네베이컨샐러드,866,499,유자청돈육볶음 / 펜네베이컨샐러드
2017-01-20,2017,0,-4.4,-1.4,-7.8,겨울,1,금,가자미카레튀김,해물청경채볶음,709,446,가자미카레튀김 / 해물청경채볶음
2017-01-23,2017,0,-8.9,-4.1,-12.6,겨울,1,월,닭볶음,버섯탕수,1152,509,닭볶음 / 버섯탕수
2017-01-24,2017,0,-7.0,-1.3,-11.6,겨울,1,화,돈육간장불고기,쇠고기퀘사디아,974,396,돈육간장불고기 / 쇠고기퀘사디아
2017-01-26,2017,0,-1.3,3.4,-7.9,겨울,1,목,소갈비찜,돈육강정,844,147,소갈비찜 / 돈육강정
2017-01-31,2017,0,-5.4,0.2,-9.9,겨울,1,화,언양식불고기*양파채,해물까스*탈탈소스,1240,680,언양식불고기*양파채 / 해물까스*탈탈소스
2017-02-01,2017,0,-4.0,0.7,-7.5,겨울,2,수,고추장불고기,장어강정,1260,566,고추장불고기 / 장어강정
2017-02-02,2017,0,-2.7,3.3,-9.2,겨울,2,목,스위트칠리미트볼,야채튀김,1005,549,스위트칠리미트볼 / 야채튀김
2017-02-03,2017,0,1.5,6.7,-2.3,겨울,2,금,소고기낙지볶음,고등어김치말이,854,582,소고기낙지볶음 / 고등어김치말이
2017-02-06,2017,0,-1.7,2.6,-4.4,겨울,2,월,닭갈비,탕수어,1319,768,닭갈비 / 탕수어
2017-02-07,2017,0,-2.0,3.0,-5.6,겨울,2,화,유산슬,돈육굴소스볶음,1114,554,유산슬 / 돈육굴소스볶음
2017-02-08,2017,0,-2.2,0.6,-4.9,겨울,2,수,닭오븐구이,삼겹살구이,1068,548,닭오븐구이 / 삼겹살구이
2017-02-09,2017,0,-5.3,-2.1,-7.1,겨울,2,목,수제돈까스,순대오징어볶음,953,583,수제돈까스 / 순대오징어볶음
2017-02-10,2017,0,-6.6,-2.5,-9.3,겨울,2,금,굴비구이,미니함박조림,797,505,굴비구이 / 미니함박조림
2017-02-13,2017,0,0.1,6.1,-5.4,겨울,2,월,제육볶음,고등어구이,1364,689,제육볶음 / 고등어구이
2017-02-14,2017,0,0.3,6.5,-4.0,겨울,2,화,주꾸미볶음,사천식탕수육,997,566,주꾸미볶음 / 사천식탕수육
2017-02-15,2017,0,1.8,8.0,-3.9,겨울,2,수,순살파닭,돈육장조림,1045,505,순살파닭 / 돈육장조림
2017-02-16,2017,0,5.5,10.3,-1.9,겨울,2,목,소불고기,치킨텐더,968,567,소불고기 / 치킨텐더
2017-02-17,2017,0,0.8,9.0,-5.2,겨울,2,금,등갈비김치찜,고추잡채*꽃빵,753,494,등갈비김치찜 / 고추잡채*꽃빵
2017-02-20,2017,0,-1.5,5.4,-5.2,겨울,2,월,동파육,간장찜닭,1216,648,동파육 / 간장찜닭
2017-02-21,2017,0,-0.6,6.9,-7.6,겨울,2,화,낙지볶음,쇠고기퀘사디아,1004,559,낙지볶음 / 쇠고기퀘사디아
2017-02-22,2017,0,1.7,2.9,-0.9,겨울,2,수,생선까스*탈탈소스,*,1065,0,생선까스*탈탈소스 / *
2017-02-23,2017,0,-1.5,2.1,-4.2,겨울,2,목,돼지갈비찜,케이준샐러드,917,534,돼지갈비찜 / 케이준샐러드
2017-02-24,2017,0,-0.8,4.4,-5.8,겨울,2,금,깐풍기,가자미양념찜,698,463,깐풍기 / 가자미양념찜
2017-02-27,2017,0,3.7,10.7,-1.8,겨울,2,월,훈제오리구이,짬뽕불고기,1141,563,훈제오리구이 / 짬뽕불고기
2017-02-28,2017,0,5.6,12.3,-1.3,겨울,2,화,언양식불고기,쫄면야채무침,956,536,언양식불고기 / 쫄면야채무침
2017-03-02,2017,0,1.8,6.6,-1.1,봄,3,목,팝콘치킨*데리마요,새우또띠아,1057,593,팝콘치킨*데리마요 / 새우또띠아
2017-03-03,2017,1,3.3,10.4,-3.1,봄,3,금,미니채소떡갈비,소고기모듬장조림,926,578,미니채소떡갈비 / 소고기모듬장조림
2017-03-06,2017,0,0.1,4.0,-2.8,봄,3,월,순살닭갈비,쇠불고기,1311,658,순살닭갈비 / 쇠불고기
2017-03-07,2017,0,-1.3,2.9,-4.0,봄,3,화,돈육칠리강정,수제고로케,994,545,돈육칠리강정 / 수제고로케
2017-03-08,2017,0,-0.1,5.0,-5.3,봄,3,수,오징어볶음,코다리강정,879,518,오징어볶음 / 코다리강정
2017-03-09,2017,0,3.2,10.7,-2.7,봄,3,목,마늘치킨,볶음우동,954,519,마늘치킨 / 볶음우동
2017-03-10,2017,0,4.8,12.2,-1.2,봄,3,금,해물청경채볶음,제육볶음(빨갛게),664,461,해물청경채볶음 / 제육볶음(빨갛게)
2017-03-13,2017,0,6.9,12.2,1.5,봄,3,월,버섯불고기,갈치조림,1295,596,버섯불고기 / 갈치조림
2017-03-14,2017,0,5.8,10.9,1.0,봄,3,화,미트볼케찹조림,주꾸미볶음,972,533,미트볼케찹조림 / 주꾸미볶음
2017-03-15,2017,0,6.3,13.3,0.4,봄,3,수,양념찜닭,등갈비김치찜,961,486,양념찜닭 / 등갈비김치찜
2017-03-16,2017,0,6.2,13.4,1.0,봄,3,목,돈육굴소스볶음,훈제오리냉채,951,504,돈육굴소스볶음 / 훈제오리냉채
2017-03-17,2017,0,7.7,15.7,1.2,봄,3,금,치킨커틀렛,미니함박조림,625,429,치킨커틀렛 / 미니함박조림
2017-03-20,2017,0,10.2,15.5,6.0,봄,3,월,콩나물불고기,누룽지탕수육,1328,556,콩나물불고기 / 누룽지탕수육
2017-03-21,2017,0,7.4,12.6,4.3,봄,3,화,쇠고기장조림,로제파스타,940,647,쇠고기장조림 / 로제파스타
2017-03-23,2017,0,9.1,15.0,5.1,봄,3,목,돼지갈비찜,고구마치즈구이,911,557,돼지갈비찜 / 고구마치즈구이
2017-03-24,2017,0,8.7,15.2,3.9,봄,3,금,고추잡채*꽃빵,닭강정,644,518,고추잡채*꽃빵 / 닭강정
2017-03-27,2017,0,6.1,10.9,4.4,봄,3,월,소고기숙주볶음,고등어구이,1114,501,소고기숙주볶음 / 고등어구이
2017-03-28,2017,0,7.1,12.7,2.5,봄,3,화,주꾸미볶음,비빔메밀국수,970,504,주꾸미볶음 / 비빔메밀국수
2017-03-29,2017,0,8.8,14.4,4.7,봄,3,수,언양식불고기,돈까스,966,474,언양식불고기 / 돈까스
2017-03-30,2017,0,10.6,17.1,4.1,봄,3,목,사천식탕수육,오징어무침,802,497,사천식탕수육 / 오징어무침
2017-03-31,2017,0,8.6,12.4,4.9,봄,3,금,생선커틀렛,동태콩나물찜,639,420,생선커틀렛 / 동태콩나물찜
2017-04-03,2017,0,11.4,19.2,4.3,봄,4,월,훈제오리(마늘만),가자미카레튀김,1258,577,훈제오리(마늘만) / 가자미카레튀김
2017-04-04,2017,0,14.1,21.8,6.7,봄,4,화,쇠불고기,오징어순대볶음,809,535,쇠불고기 / 오징어순대볶음
2017-04-05,2017,0,12.0,14.2,10.8,봄,4,수,유산슬,유자청돈육볶음,1060,391,유산슬 / 유자청돈육볶음
2017-04-06,2017,0,10.4,12.4,9.4,봄,4,목,마늘치킨,쇠고기퀘사디아,897,436,마늘치킨 / 쇠고기퀘사디아
2017-04-07,2017,0,14.5,23.5,9.0,봄,4,금,미니채소떡갈비,순살닭갈비,602,431,미니채소떡갈비 / 순살닭갈비
2017-04-10,2017,0,16.5,23.3,10.1,봄,4,월,쇠고기낙지볶음,치즈시즈닝치킨,1218,541,쇠고기낙지볶음 / 치즈시즈닝치킨
2017-04-11,2017,0,15.3,20.2,11.5,봄,4,화,해물누룽지탕,미소장국,994,535,해물누룽지탕 / 미소장국
2017-04-12,2017,0,11.5,16.4,8.8,봄,4,수,삼겹살오븐구이,삼치구이,893,384,삼겹살오븐구이 / 삼치구이
2017-04-13,2017,0,12.7,19.6,6.3,봄,4,목,닭데리야끼조림,수제핫도그,784,521,닭데리야끼조림 / 수제핫도그
2017-04-14,2017,0,13.0,17.7,10.1,봄,4,금,오징어볶음,돈육장조림,541,402,오징어볶음 / 돈육장조림
2017-04-17,2017,0,14.7,18.0,11.2,봄,4,월,돈육굴소스볶음,고등어조림,1237,479,돈육굴소스볶음 / 고등어조림
2017-04-18,2017,0,11.7,17.4,9.4,봄,4,화,쇠고기장조림,치킨핑거*요거트D,839,567,쇠고기장조림 / 치킨핑거*요거트D
2017-04-19,2017,0,12.6,18.4,7.0,봄,4,수,탕수어,갈치구이,871,408,탕수어 / 갈치구이
2017-04-20,2017,0,12.9,18.2,9.9,봄,4,목,등갈비김치찜,떡볶이,713,511,등갈비김치찜 / 떡볶이
2017-04-21,2017,0,13.1,19.3,7.6,봄,4,금,버섯불고기,돈육강정,547,353,버섯불고기 / 돈육강정
2017-04-24,2017,0,15.1,21.3,8.3,봄,4,월,언양식불고기,쇠고기숙주볶음,1109,531,언양식불고기 / 쇠고기숙주볶음
2017-04-25,2017,0,16.0,20.4,12.9,봄,4,화,닭강정,토마토스파게티,791,510,닭강정 / 토마토스파게티
2017-04-26,2017,0,15.1,20.2,10.5,봄,4,수,오징어튀김,*,835,0,오징어튀김 / *
2017-04-27,2017,0,13.6,19.8,7.9,봄,4,목,매콤함박스테이크,크림카레우동,788,442,매콤함박스테이크 / 크림카레우동
2017-04-28,2017,0,14.4,21.5,8.9,봄,4,금,탕수육,주꾸미떡볶음,575,362,탕수육 / 주꾸미떡볶음
2017-05-02,2017,0,20.7,28.0,15.2,봄,5,화,훈제오리구이/쌈무,돈육굴소스볶음,525,298,훈제오리구이/쌈무 / 돈육굴소스볶음
2017-05-04,2017,0,21.0,27.5,14.8,봄,5,목,닭갈비,미니버거,383,262,닭갈비 / 미니버거
2017-05-08,2017,0,17.9,23.5,11.1,봄,5,월,쇠불고기,꽁치오븐구이,792,308,쇠불고기 / 꽁치오븐구이
2017-05-10,2017,0,16.4,20.8,14.2,봄,5,수,제육볶음,닭오븐구이,1235,500,제육볶음 / 닭오븐구이
2017-05-11,2017,0,19.3,24.8,13.1,봄,5,목,낙지볶음,사천식탕수육,829,501,낙지볶음 / 사천식탕수육
2017-05-12,2017,0,19.1,21.1,16.8,봄,5,금,유린기,돼지갈비찜,817,507,유린기 / 돼지갈비찜
2017-05-15,2017,0,16.0,20.1,12.3,봄,5,월,돈육꽈리고추볶음,가자미카레튀김,1203,505,돈육꽈리고추볶음 / 가자미카레튀김
2017-05-16,2017,0,17.1,22.3,13.3,봄,5,화,오징어볶음,감자만두,890,533,오징어볶음 / 감자만두
2017-05-17,2017,0,18.6,25.9,12.3,봄,5,수,쇠고기장조림,갈치양념조림,864,484,쇠고기장조림 / 갈치양념조림
2017-05-18,2017,0,20.4,26.9,13.9,봄,5,목,굴비구이,옥수수스프,796,459,굴비구이 / 옥수수스프
2017-05-19,2017,0,21.1,27.9,15.1,봄,5,금,순살양념치킨,쇠고기숙주볶음,662,414,순살양념치킨 / 쇠고기숙주볶음
2017-05-22,2017,0,21.8,28.0,15.9,봄,5,월,제육볶음,코다리조림,1207,585,제육볶음 / 코다리조림
2017-05-23,2017,0,20.0,24.4,17.2,봄,5,화,간장찜닭,탕수육,889,545,간장찜닭 / 탕수육
2017-05-24,2017,0,21.8,27.8,16.9,봄,5,수,고등어구이,모둠장조림,852,387,고등어구이 / 모둠장조림
2017-05-25,2017,0,19.2,24.4,14.4,봄,5,목,오리불고기,수제고로케,838,456,오리불고기 / 수제고로케
2017-05-26,2017,0,17.7,23.2,12.4,봄,5,금,주꾸미떡볶음,치즈닭갈비,597,462,주꾸미떡볶음 / 치즈닭갈비
2017-05-29,2017,0,22.9,29.3,18.1,봄,5,월,소불고기,임연수엿장조림,1193,555,소불고기 / 임연수엿장조림
2017-05-30,2017,0,23.6,30.3,18.6,봄,5,화,동파삼겹수육,쫄면야채무침,821,579,동파삼겹수육 / 쫄면야채무침
2017-06-01,2017,0,23.3,27.0,20.0,여름,6,목,등갈비김치찜,로제스파게티,914,505,등갈비김치찜 / 로제스파게티
2017-06-02,2017,0,20.5,25.6,15.5,여름,6,금,삼치된장구이,팝콘치킨*데리야끼소스,699,480,삼치된장구이 / 팝콘치킨*데리야끼소스
2017-06-05,2017,0,24.2,30.3,16.4,여름,6,월,돈육굴소스볶음,탕수어,760,306,돈육굴소스볶음 / 탕수어
2017-06-07,2017,0,17.6,19.2,15.1,여름,6,수,훈제오리구이,돼지갈비찜,1127,549,훈제오리구이 / 돼지갈비찜
2017-06-08,2017,0,20.1,25.9,15.1,여름,6,목,미니채소떡갈비,야채튀김,857,443,미니채소떡갈비 / 야채튀김
2017-06-09,2017,0,21.2,25.7,17.9,여름,6,금,깐풍기,가자미양념찜,715,460,깐풍기 / 가자미양념찜
2017-06-12,2017,0,22.1,28.0,17.0,여름,6,월,쇠고기숙주볶음,돈육강정,1140,552,쇠고기숙주볶음 / 돈육강정
2017-06-13,2017,0,21.5,25.9,18.3,여름,6,화,쭈꾸미볶음,고구마치즈구이,916,540,쭈꾸미볶음 / 고구마치즈구이
2017-06-14,2017,0,21.8,26.8,17.8,여름,6,수,치킨핑거,미트볼케찹조림,907,408,치킨핑거 / 미트볼케찹조림
2017-06-15,2017,0,23.1,29.6,18.0,여름,6,목,갈치구이,부추만두,763,443,갈치구이 / 부추만두
2017-06-16,2017,0,25.5,32.7,20.0,여름,6,금,삼겹살구이,쇠고기장조림,644,383,삼겹살구이 / 쇠고기장조림
2017-06-19,2017,0,24.8,30.2,19.5,여름,6,월,유자청제육볶음,닭데리야끼조림,1126,489,유자청제육볶음 / 닭데리야끼조림
2017-06-20,2017,0,26.0,32.7,20.0,여름,6,화,고등어김치말이,오징어무침,888,508,고등어김치말이 / 오징어무침
2017-06-21,2017,0,25.4,31.6,21.7,여름,6,수,언양식불고기,고추잡채*꽃빵,982,445,언양식불고기 / 고추잡채*꽃빵
2017-06-22,2017,0,25.3,30.4,21.2,여름,6,목,해물누룽지탕,또띠아피자,875,451,해물누룽지탕 / 또띠아피자
2017-06-23,2017,0,26.7,34.1,21.3,여름,6,금,닭갈비,탕수어,609,441,닭갈비 / 탕수어
2017-06-26,2017,0,23.1,29.9,20.1,여름,6,월,훈제오리고추장볶음,탕수육,1147,539,훈제오리고추장볶음 / 탕수육
2017-06-27,2017,0,25.2,30.5,20.8,여름,6,화,오징어볶음,탄두리치킨,973,575,오징어볶음 / 탄두리치킨
2017-06-29,2017,0,26.2,31.5,21.9,여름,6,목,갈릭돈까스,웨지감자,814,451,갈릭돈까스 / 웨지감자
2017-06-30,2017,0,25.9,30.9,22.2,여름,6,금,매운닭찜,장어강정,695,370,매운닭찜 / 장어강정
2017-07-03,2017,0,24.7,27.4,21.9,여름,7,월,짬뽕불고기,고등어카레구이,1231,501,짬뽕불고기 / 고등어카레구이
2017-07-04,2017,0,26.7,31.6,23.8,여름,7,화,낙지볶음,닭강정,962,432,낙지볶음 / 닭강정
2017-07-05,2017,0,27.4,32.6,23.3,여름,7,수,유산슬,돈육굴소스볶음,912,340,유산슬 / 돈육굴소스볶음
2017-07-06,2017,0,27.6,34.6,23.9,여름,7,목,등갈비김치찜,수제고로케,821,501,등갈비김치찜 / 수제고로케
2017-07-07,2017,0,26.4,28.4,24.4,여름,7,금,유린기,해물까스*탈탈소스,613,472,유린기 / 해물까스*탈탈소스
2017-07-10,2017,0,24.0,25.4,22.6,여름,7,월,버섯불고기,사천식탕수육,1084,527,버섯불고기 / 사천식탕수육
2017-07-11,2017,0,26.0,30.9,22.2,여름,7,화,주꾸미떡볶음,새우또띠아,866,444,주꾸미떡볶음 / 새우또띠아
2017-07-12,2017,1,27.1,31.1,24.9,여름,7,수,찹쌀밥,모둠장조림,918,414,찹쌀밥 / 모둠장조림
2017-07-13,2017,0,27.6,32.1,23.1,여름,7,목,돼지갈비찜,풋고추튀김,765,461,돼지갈비찜 / 풋고추튀김
2017-07-14,2017,0,28.7,33.0,26.1,여름,7,금,갈치조림,미니함박조림,613,485,갈치조림 / 미니함박조림
2017-07-17,2017,0,26.8,29.0,24.0,여름,7,월,돈육고추장볶음,소고기장조림,1168,500,돈육고추장볶음 / 소고기장조림
2017-07-18,2017,0,26.5,30.7,23.9,여름,7,화,간장찜닭,토마토스파게티,916,513,간장찜닭 / 토마토스파게티
2017-07-19,2017,0,28.3,34.1,24.5,여름,7,수,양장피잡채,언양식불고기,830,457,양장피잡채 / 언양식불고기
2017-07-20,2017,0,29.9,34.9,26.0,여름,7,목,오징어굴소스볶음,해물볶음우동,750,429,오징어굴소스볶음 / 해물볶음우동
2017-07-21,2017,0,29.8,32.4,27.3,여름,7,금,미트볼케찹조림,꽁치구이,648,410,미트볼케찹조림 / 꽁치구이
2017-07-24,2017,0,26.2,27.3,25.6,여름,7,월,콩나물불고기,고추잡채*꽃빵,1119,486,콩나물불고기 / 고추잡채*꽃빵
2017-07-25,2017,0,29.4,35.4,24.6,여름,7,화,가자미카레튀김,비빔야채만두,827,514,가자미카레튀김 / 비빔야채만두
2017-07-27,2017,0,27.1,29.7,24.9,여름,7,목,순살파닭,탕수육,804,486,순살파닭 / 탕수육
2017-07-28,2017,0,25.5,26.9,24.8,여름,7,금,주꾸미떡볶음,생선까스*탈탈소스,501,459,주꾸미떡볶음 / 생선까스*탈탈소스
2017-07-31,2017,0,25.7,27.1,24.8,여름,7,월,쇠고기숙주볶음,돈육씨앗강정,945,455,쇠고기숙주볶음 / 돈육씨앗강정
2017-08-01,2017,0,28.6,33.0,24.1,여름,8,화,해물누룽지탕,훈제오리냉채,745,509,해물누룽지탕 / 훈제오리냉채
2017-08-02,2017,0,30.0,33.0,26.6,여름,8,수,미니채소떡갈비,탕수어,799,337,미니채소떡갈비 / 탕수어
2017-08-03,2017,0,30.2,33.9,27.2,여름,8,목,닭오븐구이,쇠고기장조림,776,401,닭오븐구이 / 쇠고기장조림
2017-08-04,2017,0,30.3,35.3,25.9,여름,8,금,제육볶음,치킨텐더,668,354,제육볶음 / 치킨텐더
2017-08-07,2017,0,29.2,34.4,26.4,여름,8,월,쇠고기낙지볶음,등갈비김치찜,1078,497,쇠고기낙지볶음 / 등갈비김치찜
2017-08-08,2017,0,28.2,31.0,25.5,여름,8,화,닭갈비,비빔메밀국수,842,445,닭갈비 / 비빔메밀국수
2017-08-09,2017,0,27.6,32.0,24.6,여름,8,수,수제돈까스,고등어조림,946,372,수제돈까스 / 고등어조림
2017-08-10,2017,0,24.8,26.3,23.9,여름,8,목,갈치구이,케이준샐러드,777,438,갈치구이 / 케이준샐러드
2017-08-11,2017,1,27.0,32.4,23.9,여름,8,금,돈육보쌈,깐풍기,710,393,돈육보쌈 / 깐풍기
2017-08-14,2017,0,24.6,27.1,23.1,여름,8,월,짬뽕불고기,양파치킨,692,275,짬뽕불고기 / 양파치킨
2017-08-16,2017,0,23.3,26.8,20.5,여름,8,수,오징어볶음*소면,돼지갈비찜,973,433,오징어볶음*소면 / 돼지갈비찜
2017-08-17,2017,0,24.8,27.7,21.2,여름,8,목,매운닭찜,미니햄버거,823,507,매운닭찜 / 미니햄버거
2017-08-18,2017,0,26.3,30.6,23.9,여름,8,금,해물까스*칠리소스,유자청제육볶음,731,484,해물까스*칠리소스 / 유자청제육볶음
2017-08-21,2017,0,25.8,29.2,23.7,여름,8,월,소고기불고기,안동찜닭,1232,673,소고기불고기 / 안동찜닭
2017-08-22,2017,0,27.3,31.5,23.4,여름,8,화,표고버섯탕수육,오징어무침,1053,604,표고버섯탕수육 / 오징어무침
2017-08-23,2017,0,27.2,30.2,24.6,여름,8,수,가자미양념찜,돈육모듬장조림,953,537,가자미양념찜 / 돈육모듬장조림
2017-08-24,2017,0,26.5,28.1,23.9,여름,8,목,주꾸미굴소스볶음,타코야끼,843,489,주꾸미굴소스볶음 / 타코야끼
2017-08-25,2017,0,25.3,30.6,22.2,여름,8,금,미트볼케찹조림,생선까스*탈탈소스,594,354,미트볼케찹조림 / 생선까스*탈탈소스
2017-08-28,2017,0,21.5,26.5,18.3,여름,8,월,돈육간장불고기,고등어김치말이,1191,514,돈육간장불고기 / 고등어김치말이
2017-08-29,2017,0,19.5,24.0,17.0,여름,8,화,닭갈비,깐풍육,877,609,닭갈비 / 깐풍육
2017-08-30,2017,0,19.8,23.9,16.1,여름,8,수,언양식불고기,해물청경채볶음,898,395,언양식불고기 / 해물청경채볶음
2017-08-31,2017,0,22.2,27.6,16.6,여름,8,목,굴비구이,브로컬리크림스프,852,487,굴비구이 / 브로컬리크림스프
2017-09-01,2017,0,23.3,29.7,17.1,가을,9,금,훈제오리구이,*,663,0,훈제오리구이 / *
2017-09-04,2017,0,24.6,30.1,19.7,가을,9,월,버섯불고기,가자미튀김,1168,581,버섯불고기 / 가자미튀김
2017-09-05,2017,0,21.9,23.7,20.4,가을,9,화,등갈비김치찜,크림카레우동,924,518,등갈비김치찜 / 크림카레우동
2017-09-06,2017,0,20.6,24.0,18.5,가을,9,수,마늘치킨,돈육굴소스볶음,922,503,마늘치킨 / 돈육굴소스볶음
2017-09-07,2017,0,22.4,27.5,17.8,가을,9,목,오징어볶음*소면,고추잡채*꽃빵,926,455,오징어볶음*소면 / 고추잡채*꽃빵
2017-09-08,2017,0,24.3,29.9,20.4,가을,9,금,동파육,유린기,662,494,동파육 / 유린기
2017-09-11,2017,0,21.2,24.6,18.6,가을,9,월,유자청제육볶음,주꾸미굴소스볶음,1350,510,유자청제육볶음 / 주꾸미굴소스볶음
2017-09-12,2017,0,22.1,27.9,17.7,가을,9,화,해물누룽지탕,야채튀김,993,540,해물누룽지탕 / 야채튀김
2017-09-13,2017,0,21.4,27.5,15.9,가을,9,수,떡갈비조림,돼지갈비찜,945,476,떡갈비조림 / 돼지갈비찜
2017-09-14,2017,0,22.4,29.5,14.8,가을,9,목,닭찜,고구마오븐구이,860,437,닭찜 / 고구마오븐구이
2017-09-15,2017,0,22.6,27.9,17.8,가을,9,금,단호박장조림,돈육간장강정,602,454,단호박장조림 / 돈육간장강정
2017-09-18,2017,0,21.9,27.6,16.4,가을,9,월,언양식불고기,후르츠탕수육,1214,552,언양식불고기 / 후르츠탕수육
2017-09-19,2017,0,22.6,25.8,20.1,가을,9,화,소고기낙지볶음,오징어초무침,958,567,소고기낙지볶음 / 오징어초무침
