Date,Day,Total_Emp,Actual_Emp,Leave_Emp,Trip_Emp,OT_Approved,Remote_Emp,Lunch_Menu,Dinner_Menu,Lunch_Count,Dinner_Count,Holiday,Month,Date.1,Season,Lunch_Rice,Lunch_Soup,Lunch_Main_Dish,Lunch_Side_Dish_1,Lunch_Side_Dish_2,Lunch_Drink,Lunch_Kimchi,Lunch_side_Dish_3,Dinner_Rice,Dinner_Soup,Dinner_Main_Dish,Dinner_Side_Dish_1,Dinner_Side_Dish_2,Dinner_Side_Dish_3,Dinner_Drink,Dinner_Kimchi,Station,Avg_Temp,Max_Temp,Max_Temp_Time,Min_Temp,Min_Temp_Time,Temp_Range,Special_Day_Name,special_day
2017-04-03,월,2626,2347,81,198,465,0,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  훈제오리(마늘만)  오이달래무침  쌈무/양파절임  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  가자미카레튀김  고기전  아삭고추무침  포기김치 (김치:국내산) ,0.827171109200344,0.6375690607734807,2017,4,3,봄,쌀밥/잡곡밥,꽃게탕,훈제오리(마늘만),오이달래무침,쌈무/양파절임,,포기김치,,쌀밥/잡곡밥,콩비지찌개,가자미카레튀김,고기전,,아삭고추무침,,포기김치,서울,0.5411522633744856,0.5944333996023856,15:14,0.4683026584867075,6:30,14.9,,0
2017-04-04,화,2626,2360,54,212,418,0,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  쇠불고기  동태전  도토리묵무침  배추겉절이 (김치:국내산) ,참치주먹밥 (쌀:국내산) 쌀국수  오징어순대볶음  시금치흑임자샐러드  무피클  포기김치 (김치:국내산) ,0.4411006018916595,0.5911602209944752,2017,4,4,봄,쌀밥/잡곡밥,된장찌개,쇠불고기,동태전,도토리묵무침,,배추겉절이,,참치주먹밥,쌀국수,오징어순대볶음,시금치흑임자샐러드,,무피클,,포기김치,서울,0.5967078189300412,0.6461232604373758,14:13,0.5173824130879345,6:33,15.1,,0
2017-04-05,수,2626,2312,63,251,0,0,짜장밥 (쌀:국내산) 맑은계란국  유산슬  부추만두  단무지무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥  미역장국  유자청돈육볶음  두부계란부침  모듬쌈  포기김치 (김치:국내산) ,0.6569217540842649,0.43204419889502765,2017,4,5,봄,짜장밥,맑은계란국,유산슬,부추만두,단무지무침,,포기김치,,쌀밥/잡곡밥,미역장국,유자청돈육볶음,두부계란부침,,모듬쌈,,포기김치,서울,0.5534979423868313,0.49502982107355864,12:10,0.6012269938650306,16:35,3.4,,0
2017-04-06,목,2626,2290,65,271,317,0,쌀밥/잡곡밥 (쌀:국내산) 근대국  마늘치킨  감자채전  크래미숙주무침  포기김치 (김치:국내산) ,김치볶음밥/계란 (쌀:국내산) 유부주머니국  쇠고기퀘사디아  펜네베이컨샐러드  오복지무침  열무김치 (김치:국내산) ,0.5167669819432501,0.481767955801105,2017,4,6,봄,쌀밥/잡곡밥,근대국,마늘치킨,감자채전,크래미숙주무침,,포기김치,,김치볶음밥/계란,유부주머니국,쇠고기퀘사디아,펜네베이컨샐러드,,오복지무침,,열무김치,서울,0.5205761316872428,0.4592445328031809,0:01,0.5725971370143149,8:35,3.0,,0
2017-04-07,금,2626,2184,151,291,67,0,쌀밥/잡곡밥 (쌀:국내산) 육개장  미니채소떡갈비  버섯구이*발사믹D  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운어묵국  순살닭갈비  비엔나감자볶음  깻잎찜  포기김치 (김치:국내산) ,0.2631126397248495,0.47624309392265196,2017,4,7,봄,쌀밥/잡곡밥,육개장,미니채소떡갈비,버섯구이*발사믹D,참나물생채,,포기김치,,쌀밥/잡곡밥,매운어묵국,순살닭갈비,비엔나감자볶음,,깻잎찜,,포기김치,서울,0.6049382716049383,0.679920477137177,15:39,0.5644171779141104,3:23,14.5,,0
2017-04-10,월,2626,2316,81,229,418,0,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  쇠고기낙지볶음  날치알계란찜  비름나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 무채국  치즈시즈닝치킨  해물김치전  해초무침  포기김치 (김치:국내산) ,0.7927773000859846,0.5977900552486188,2017,4,10,봄,쌀밥/잡곡밥,얼갈이국,쇠고기낙지볶음,날치알계란찜,비름나물,,포기김치,,쌀밥/잡곡밥,무채국,치즈시즈닝치킨,해물김치전,,해초무침,,포기김치,서울,0.6460905349794239,0.6759443339960238,16:09,0.5869120654396727,6:36,13.2,,0
2017-04-11,화,2626,2348,44,234,440,0,쌀밥/잡곡밥 (쌀:국내산) 김치찌개  해물누룽지탕  우엉잡채  청경채무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 카레돈까스정식  미소장국  블루베리드레싱샐러드  땅콩조림/피클  포기김치 (김치:국내산) ,0.6001719690455718,0.5911602209944752,2017,4,11,봄,쌀밥/잡곡밥,김치찌개,해물누룽지탕,우엉잡채,청경채무침,,열무김치,,쌀밥/잡곡밥,카레돈까스정식,미소장국,블루베리드레싱샐러드,,땅콩조림/피클,,포기김치,서울,0.6213991769547325,0.614314115308151,14:40,0.6155419222903885,23:57,8.7,,0
2017-04-12,수,2626,2344,41,241,0,0,쌀밥/잡곡밥 (쌀:국내산) 들깨미역국  삼겹살오븐구이  맛살콩나물냉채  파채상추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  삼치구이  메밀전병만두  치커리무침/과일  포기김치 (김치:국내산) ,0.5133276010318142,0.4243093922651934,2017,4,12,봄,쌀밥/잡곡밥,들깨미역국,삼겹살오븐구이,맛살콩나물냉채,파채상추무침,,포기김치,,쌀밥/잡곡밥,순두부찌개,삼치구이,메밀전병만두,,치커리무침/과일,,포기김치,서울,0.5432098765432098,0.5387673956262425,14:33,0.5603271983640081,23:28,7.6,,0
2017-04-13,목,2626,2295,61,270,318,0,쌀밥/잡곡밥 (쌀:국내산) 황태국  닭데리야끼조림  매운어묵볶음  시금치나물  포기김치 (김치:국내산) ,유부초밥 (쌀:국내산) 잔치국수  수제핫도그  시리얼과일샐러드  오이생채/음료  포기김치 (김치:국내산) ,0.4196044711951849,0.5756906077348066,2017,4,13,봄,쌀밥/잡곡밥,황태국,닭데리야끼조림,매운어묵볶음,시금치나물,,포기김치,,유부초밥,잔치국수,수제핫도그,시리얼과일샐러드,,오이생채/음료,,포기김치,서울,0.5679012345679012,0.6023856858846919,15:39,0.50920245398773,6:04,13.3,,0
2017-04-14,금,2626,2206,122,298,55,0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  메추리알조림  머위된장나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돈육장조림  황태양념구이  미역줄기볶음  깍두기 (김치:국내산) ,0.2106620808254514,0.44419889502762433,2017,4,14,봄,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음,메추리알조림,머위된장나물,,포기김치,,쌀밥/잡곡밥,청국장찌개,돈육장조림,황태양념구이,,미역줄기볶음,,깍두기,서울,0.5740740740740741,0.5646123260437376,10:33,0.5869120654396727,5:59,7.6,,0
2017-04-17,월,2626,2324,82,220,434,0,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  돈육굴소스볶음  오징어숙회무침  방풍나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  고등어조림  동그랑땡계란부침  하루나무침  포기김치 (김치:국내산) ,0.8091143594153052,0.5292817679558012,2017,4,17,봄,쌀밥/잡곡밥,된장찌개,돈육굴소스볶음,오징어숙회무침,방풍나물,,포기김치,,쌀밥/잡곡밥,쇠고기무국,고등어조림,동그랑땡계란부침,,하루나무침,,포기김치,서울,0.6090534979423868,0.5705765407554673,10:33,0.6094069529652351,23:56,6.8,,0
2017-04-18,화,2626,2325,57,244,405,0,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  쇠고기장조림  시금치프리타타  도라지생채  얼갈이겉절이 (김치:국내산) ,나가사끼짬뽕 (쌀:국내산) 야채볶음밥  치킨핑거*요거트D  또띠아칩  단무지/방울토마토  포기김치 (김치:국내산) ,0.466895958727429,0.6265193370165746,2017,4,18,봄,쌀밥/잡곡밥,들깨시래기국,쇠고기장조림,시금치프리타타,도라지생채,,얼갈이겉절이,,나가사끼짬뽕,야채볶음밥,치킨핑거*요거트D,또띠아칩,,단무지/방울토마토,,포기김치,서울,0.5473251028806584,0.5586481113320079,11:09,0.5725971370143149,23:47,8.0,,0
2017-04-19,수,2626,2334,36,256,0,0,곤드레밥 (쌀:국내산) 맑은국  탕수어  쫄면무침  요플레  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치구이  햄감자채볶음  양배추쌈*쌈장  석박지 (김치:국내산) ,0.4944110060189166,0.450828729281768,2017,4,19,봄,곤드레밥,맑은국,탕수어,쫄면무침,요플레,,포기김치,,쌀밥/잡곡밥,닭개장,갈치구이,햄감자채볶음,,양배추쌈*쌈장,,석박지,서울,0.5658436213991769,0.5785288270377733,15:06,0.5235173824130879,4:57,11.4,,0
2017-04-20,목,2626,2294,44,288,284,0,쌀밥/잡곡밥 (쌀:국내산) 아욱국  등갈비김치찜  참치야채전  가지나물  열무김치 (김치:국내산) ,오므라이스 (쌀:국내산) 가쯔오장국  떡볶이  고구마치즈구이  오렌지  포기김치 (김치:국내산) ,0.3585554600171969,0.5646408839779006,2017,4,20,봄,쌀밥/잡곡밥,아욱국,등갈비김치찜,참치야채전,가지나물,,열무김치,,오므라이스,가쯔오장국,떡볶이,고구마치즈구이,,오렌지,,포기김치,서울,0.5720164609053497,0.5745526838966203,14:03,0.5828220858895705,6:06,8.3,,0
2017-04-21,금,2626,2182,137,307,59,0,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  버섯불고기  브로컬리맛살볶음  부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  돈육강정  연두부*양념장  참나물땅콩무침  포기김치 (김치:국내산) ,0.21582115219260534,0.39005524861878454,2017,4,21,봄,쌀밥/잡곡밥,콩나물김치국,버섯불고기,브로컬리맛살볶음,부추생채,,포기김치,,쌀밥/잡곡밥,열무된장국,돈육강정,연두부*양념장,,참나물땅콩무침,,포기김치,서울,0.5761316872427984,0.5964214711729623,13:26,0.5357873210633947,5:36,11.7,,0
2017-04-24,월,2626,2290,76,260,373,0,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  언양식불고기  계란장조림  아삭고추된장무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  쇠고기숙주볶음  두부오꼬노미야끼  오이미역무침  포기김치 (김치:국내산) ,0.6990541702493551,0.5867403314917128,2017,4,24,봄,쌀밥/잡곡밥,부대찌개,언양식불고기,계란장조림,아삭고추된장무침,,포기김치,,쌀밥/잡곡밥,오징어국,쇠고기숙주볶음,두부오꼬노미야끼,,오이미역무침,,포기김치,서울,0.6172839506172839,0.6361829025844931,13:08,0.5501022494887525,5:52,13.0,,0
2017-04-25,화,2626,2269,69,288,336,0,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  닭강정  콩나물잡채  도토리묵무침  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 양송이스프  토마토스파게티  꽃맛살샐러드  무피클/바나나  포기김치 (김치:국내산) ,0.42562338779019776,0.56353591160221,2017,4,25,봄,쌀밥/잡곡밥,차돌박이찌개,닭강정,콩나물잡채,도토리묵무침,,포기김치,,멸치주먹밥,양송이스프,토마토스파게티,꽃맛살샐러드,,무피클/바나나,,포기김치,서울,0.6358024691358024,0.6182902584493042,12:42,0.6441717791411042,6:37,7.5,,0
2017-04-26,수,2626,2277,45,304,0,0,비빔밥 (쌀:국내산) 맑은국  오징어튀김  견과류조림  하와이안샐러드  깍두기 (김치:국내산) ,    *        ,0.4634565778159931,0.0,2017,4,26,봄,비빔밥,맑은국,오징어튀김,견과류조림,하와이안샐러드,,깍두기,,,,*,,,,,,서울,0.6172839506172839,0.614314115308151,14:10,0.5950920245398772,6:43,9.7,,0
2017-04-27,목,2626,2254,61,311,183,0,쌀밥/잡곡밥 (쌀:국내산) 미역국  매콤함박스테이크  삼치구이  영양부추생채  열무김치 (김치:국내산) ,닭갈비볶음밥 (쌀:국내산) 어묵국  크림카레우동  왕만두  키위드레싱샐러드  포기김치 (김치:국내산) ,0.4230438521066208,0.48839779005524864,2017,4,27,봄,쌀밥/잡곡밥,미역국,매콤함박스테이크,삼치구이,영양부추생채,,열무김치,,닭갈비볶음밥,어묵국,크림카레우동,왕만두,,키위드레싱샐러드,,포기김치,서울,0.5864197530864197,0.606361829025845,14:29,0.541922290388548,5:47,11.9,,0
2017-04-28,금,2626,2155,161,310,44,0,쌀밥/잡곡밥 (쌀:국내산) 꽃게찌개  탕수육  곤약야채무침  숙주나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  주꾸미떡볶음  모듬소세지구이  치커리무침  포기김치 (김치:국내산) ,0.23989681857265693,0.4,2017,4,28,봄,쌀밥/잡곡밥,꽃게찌개,탕수육,곤약야채무침,숙주나물,,배추겉절이,,쌀밥/잡곡밥,얼갈이된장국,주꾸미떡볶음,모듬소세지구이,,치커리무침,,포기김치,서울,0.602880658436214,0.6401590457256461,13:17,0.5623721881390593,6:05,12.6,,0
2017-05-02,화,2637,1581,933,123,88,0,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  훈제오리구이/쌈무  올방개묵무침  부추생채/양파절임  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  돈육굴소스볶음  계란찜  쫑상추무침  포기김치 (김치:국내산) ,0.19690455717970762,0.3292817679558011,2017,5,2,봄,쌀밥/잡곡밥,참치김치찌개,훈제오리구이/쌈무,올방개묵무침,부추생채/양파절임,,열무김치,,쌀밥/잡곡밥,순두부찌개,돈육굴소스볶음,계란찜,,쫑상추무침,,포기김치,서울,0.7325102880658436,0.7693836978131212,14:35,0.6912065439672801,5:38,12.8,,0
2017-05-04,목,2637,1372,1224,41,45,0,쌀밥/잡곡밥 (쌀:국내산) 들깨미역국  닭갈비  생선까스*타르소스  무생채  포기김치 (김치:국내산) ,야채볶음밥 (쌀:국내산) 유부주머니국  미니버거  야채비빔만두  스틱단무지/오렌지주스  포기김치 (김치:국내산) ,0.07480653482373173,0.28950276243093925,2017,5,4,봄,쌀밥/잡곡밥,들깨미역국,닭갈비,생선까스*타르소스,무생채,,포기김치,,야채볶음밥,유부주머니국,미니버거,야채비빔만두,,스틱단무지/오렌지주스,,포기김치,서울,0.7386831275720165,0.7594433399602385,14:16,0.6830265848670756,5:52,12.7,,0
2017-05-08,월,2637,1792,715,130,151,0,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  쇠불고기  홍어채무침  머위대들깨볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  꽁치오븐구이  꽃맛살볶음  도라지생채  열무김치 (김치:국내산) ,0.42648323301805674,0.3403314917127072,2017,5,8,봄,쌀밥/잡곡밥,고추장찌개,쇠불고기,홍어채무침,머위대들깨볶음,,포기김치,,쌀밥/잡곡밥,육개장,꽁치오븐구이,꽃맛살볶음,,도라지생채,,열무김치,서울,0.6748971193415638,0.679920477137177,13:36,0.607361963190184,5:36,12.4,,0
2017-05-10,수,2637,2346,68,223,0,0,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  제육볶음  잡채  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  닭오븐구이  해물김치전  취나물된장무침  포기김치 (김치:국내산) ,0.8073946689595872,0.5524861878453039,2017,5,10,봄,쌀밥/잡곡밥,된장찌개,제육볶음,잡채,콩나물무침,,포기김치,,쌀밥/잡곡밥,연두부탕,닭오븐구이,해물김치전,,취나물된장무침,,포기김치,서울,0.6440329218106995,0.6262425447316103,16:45,0.6707566462167689,7:23,6.6,,0
2017-05-11,목,2637,2316,57,264,471,0,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  낙지볶음  새송이버섯전  비름나물  깍두기 (김치:국내산) ,볶음밥/짜장소스 (쌀:국내산) 맑은국  사천식탕수육  망고드레싱샐러드  단무지  포기김치 (김치:국내산) ,0.4582975064488392,0.5535911602209945,2017,5,11,봄,쌀밥/잡곡밥,콩가루배추국,낙지볶음,새송이버섯전,비름나물,,깍두기,,볶음밥/짜장소스,맑은국,사천식탕수육,망고드레싱샐러드,,단무지,,포기김치,서울,0.7037037037037037,0.705765407554672,16:52,0.6482617586912065,4:11,11.7,,0
2017-05-12,금,2637,2235,113,289,96,0,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두떡국  유린기  카레감자채볶음  마늘쫑무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돼지갈비찜  계란말이  방풍나물  포기김치 (김치:국내산) ,0.44797936371453134,0.5602209944751382,2017,5,12,봄,쌀밥/잡곡밥,옹심이만두떡국,유린기,카레감자채볶음,마늘쫑무침,,포기김치,,쌀밥/잡곡밥,청국장찌개,돼지갈비찜,계란말이,,방풍나물,,포기김치,서울,0.6995884773662552,0.63220675944334,12:22,0.7239263803680981,23:58,4.3,,0
2017-05-15,월,2637,2350,63,224,516,0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  돈육꽈리고추볶음  매운어묵볶음  치커리유자청무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  가자미카레튀김  연근땅콩조림  셀프무쌈말이  포기김치 (김치:국내산) ,0.7798796216680997,0.5580110497237569,2017,5,15,봄,쌀밥/잡곡밥,콩비지찌개,돈육꽈리고추볶음,매운어묵볶음,치커리유자청무침,,열무김치,,쌀밥/잡곡밥,닭개장,가자미카레튀김,연근땅콩조림,,셀프무쌈말이,,포기김치,서울,0.6358024691358024,0.6123260437375746,13:48,0.6319018404907975,4:01,7.8,,0
2017-05-16,화,2637,2330,41,266,486,0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  맛살계란찜  양념깻잎지  포기김치 (김치:국내산) ,꼬마김밥*겨자장 (쌀:국내산) 잔치국수  감자만두  멕시칸샐러드  오이피클  포기김치 (김치:국내산) ,0.5107480653482372,0.5889502762430939,2017,5,16,봄,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음,맛살계란찜,양념깻잎지,,포기김치,,꼬마김밥*겨자장,잔치국수,감자만두,멕시칸샐러드,,오이피클,,포기김치,서울,0.6584362139917695,0.6560636182902585,15:15,0.6523517382413088,4:30,9.0,,0
2017-05-17,수,2637,2323,46,268,0,0,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  쇠고기장조림  동태전  미나리오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  갈치양념조림  비엔나컬리플라워볶음  얼갈이나물  포기김치 (김치:국내산) ,0.4883920894239037,0.5348066298342542,2017,5,17,봄,쌀밥/잡곡밥,열무된장국,쇠고기장조림,동태전,미나리오이무침,,포기김치,,쌀밥/잡곡밥,차돌박이찌개,갈치양념조림,비엔나컬리플라워볶음,,얼갈이나물,,포기김치,서울,0.6893004115226338,0.7276341948310139,15:06,0.6319018404907975,5:38,13.6,,0
2017-05-18,목,2637,2290,60,287,343,0,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  굴비구이  고추잡채*꽃빵  청경채무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옛날돈가스  옥수수스프  고구마범벅  양배추샐러드/음료  포기김치 (김치:국내산) ,0.42992261392949266,0.507182320441989,2017,5,18,봄,쌀밥/잡곡밥,부대찌개,굴비구이,고추잡채*꽃빵,청경채무침,,깍두기,,쌀밥/잡곡밥,옛날돈가스,옥수수스프,고구마범벅,,양배추샐러드/음료,,포기김치,서울,0.7263374485596708,0.7475149105367793,15:33,0.6646216768916156,4:46,13.0,,0
2017-05-19,금,2637,2186,146,305,81,0,쌀밥/잡곡밥 (쌀:국내산) 새우살미역국  순살양념치킨  콩나물겨자채  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  쇠고기숙주볶음  청포묵무침  무생채  열무김치 (김치:국내산) ,0.3147033533963886,0.45745856353591163,2017,5,19,봄,쌀밥/잡곡밥,새우살미역국,순살양념치킨,콩나물겨자채,참나물생채,,포기김치,,쌀밥/잡곡밥,배추된장국,쇠고기숙주볶음,청포묵무침,,무생채,,열무김치,서울,0.7407407407407407,0.7673956262425448,14:44,0.6891615541922289,5:41,12.8,,0
2017-05-22,월,2637,2334,63,240,504,0,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  제육볶음  버섯구이*발사믹D  양배추*쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부찌개  코다리조림  순대야채볶음  오이무침/바나나  포기김치 (김치:국내산) ,0.7833190025795356,0.6464088397790055,2017,5,22,봄,쌀밥/잡곡밥,시금치된장국,제육볶음,버섯구이*발사믹D,양배추*쌈,,포기김치,,쌀밥/잡곡밥,연두부찌개,코다리조림,순대야채볶음,,오이무침/바나나,,포기김치,서울,0.7551440329218106,0.7693836978131212,14:32,0.705521472392638,5:32,12.1,,0
2017-05-23,화,2637,2333,47,257,429,0,쌀밥/잡곡밥 (쌀:국내산) 소고기국  간장찜닭  부추전  해초무침  포기김치 (김치:국내산) ,볶음밥 (쌀:국내산) 짬뽕  탕수육  단무지  아이스슈  포기김치 (김치:국내산) ,0.5098882201203783,0.6022099447513812,2017,5,23,봄,쌀밥/잡곡밥,소고기국,간장찜닭,부추전,해초무침,,포기김치,,볶음밥,짬뽕,탕수육,단무지,,아이스슈,,포기김치,서울,0.7181069958847737,0.6978131212723657,11:40,0.7321063394683025,4:13,7.2,,0
2017-05-24,수,2637,2311,49,277,0,0,콩나물밥 (쌀:국내산) 김치국  고등어구이  감자프리타타  고추지  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  모둠장조림  해라피겨자채  가지나물  포기김치 (김치:국내산) ,0.47807394668959585,0.4276243093922652,2017,5,24,봄,콩나물밥,김치국,고등어구이,감자프리타타,고추지,,열무김치,,쌀밥/잡곡밥,꽃게탕,모둠장조림,해라피겨자채,,가지나물,,포기김치,서울,0.7551440329218106,0.7654075546719683,15:45,0.7259713701431492,6:14,10.9,,0
2017-05-25,목,2637,2290,57,290,320,0,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  오리불고기  두부조림  상추겉절이  오이소박이 (김치:국내산) ,마파두부덮밥 (쌀:국내산) 유부장국  수제고로케  생과일플레인샐러드  쨔샤이무침  포기김치 (김치:국내산) ,0.46603611349957,0.5038674033149172,2017,5,25,봄,쌀밥/잡곡밥,들깨시래기국,오리불고기,두부조림,상추겉절이,,오이소박이,,마파두부덮밥,유부장국,수제고로케,생과일플레인샐러드,,쨔샤이무침,,포기김치,서울,0.7016460905349794,0.6978131212723657,13:57,0.674846625766871,23:52,10.0,,0
2017-05-26,금,2637,2171,164,302,60,0,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  주꾸미떡볶음  동그랑땡전  부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  치즈닭갈비  해물까스*칠리소스  깻잎양념찜  포기김치 (김치:국내산) ,0.2588134135855546,0.5104972375690608,2017,5,26,봄,쌀밥/잡곡밥,콩나물국,주꾸미떡볶음,동그랑땡전,부추생채,,포기김치,,쌀밥/잡곡밥,된장찌개,치즈닭갈비,해물까스*칠리소스,,깻잎양념찜,,포기김치,서울,0.6707818930041152,0.6739562624254474,16:33,0.6339468302658486,4:06,10.8,,0
2017-05-29,월,2637,2309,88,240,394,0,쌀밥/잡곡밥 (쌀:국내산) 황태국  소불고기  계란찜  청경채사과생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 우거지해장국  임연수엿장조림  고기전  두반장가지볶음  포기김치 (김치:국내산) ,0.7712811693895099,0.6132596685082874,2017,5,29,봄,쌀밥/잡곡밥,황태국,소불고기,계란찜,청경채사과생채,,포기김치,,쌀밥/잡곡밥,우거지해장국,임연수엿장조림,고기전,,두반장가지볶음,,포기김치,서울,0.7777777777777777,0.7952286282306162,14:34,0.7505112474437627,4:30,11.2,,0
2017-05-30,화,2637,2324,57,256,293,0,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  동파삼겹수육  맛살전  아삭고추무침  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 맑은국  쫄면야채무침  오징어튀김  바나나와플/단무지  포기김치 (김치:국내산) ,0.45141874462596726,0.6397790055248619,2017,5,30,봄,쌀밥/잡곡밥,얼갈이된장국,동파삼겹수육,맛살전,아삭고추무침,,포기김치,,김밥,맑은국,쫄면야채무침,오징어튀김,,바나나와플/단무지,,포기김치,서울,0.7921810699588477,0.8151093439363817,14:40,0.7607361963190183,4:20,11.7,,0
2017-05-31,수,2637,2329,43,265,0,0,열무보리비빔밥 (쌀:국내산) 가쯔오장국  탕수만두  콥샐러드  오이지무침  포기김치 (김치:국내산) ,      자기계발의날      ,0.5279449699054171,0.0,2017,5,31,봄,열무보리비빔밥,가쯔오장국,탕수만두,콥샐러드,오이지무침,,포기김치,,,,,자기계발의날,,,,,서울,0.786008230452675,0.801192842942346,16:22,0.7423312883435582,4:56,11.9,,0
2017-06-01,목,2648,2317,66,265,317,0,쌀밥/잡곡밥 (쌀:국내산) 오이냉국  등갈비김치찜  어묵볶음  참나물땅콩무침  깍두기 (김치:국내산) ,주먹밥 (쌀:국내산) 단호박스프  로제스파게티  샐러드/피클  마늘빵/음료  포기김치 (김치:국내산) ,0.531384350816853,0.5580110497237569,2017,6,1,여름,쌀밥/잡곡밥,오이냉국,등갈비김치찜,어묵볶음,참나물땅콩무침,,깍두기,,주먹밥,단호박스프,로제스파게티,샐러드/피클,,마늘빵/음료,,포기김치,서울,0.786008230452675,0.7495029821073558,12:49,0.7893660531697341,23:57,7.0,,0
2017-06-02,금,2648,2190,165,293,77,0,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  삼치된장구이  모듬소세지볶음  도토리묵무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 새알만두국  팝콘치킨*데리야끼소스  두부새싹구이  도라지채무침  포기김치 (김치:국내산) ,0.3465176268271711,0.5303867403314918,2017,6,2,여름,쌀밥/잡곡밥,돈육김치찌개,삼치된장구이,모듬소세지볶음,도토리묵무침,,배추겉절이,,쌀밥/잡곡밥,새알만두국,팝콘치킨*데리야끼소스,두부새싹구이,,도라지채무침,,포기김치,서울,0.7283950617283951,0.7216699801192843,13:29,0.6973415132924334,5:30,10.1,,0
2017-06-05,월,2648,1865,633,150,174,0,쌀밥/잡곡밥 (쌀:국내산) 근대국  돈육굴소스볶음  계란말이  모둠쌈/씨앗쌈장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자고추장찌개  탕수어  우엉잡채  오이생채  포기김치 (김치:국내산) ,0.39896818572656917,0.338121546961326,2017,6,5,여름,쌀밥/잡곡밥,근대국,돈육굴소스볶음,계란말이,모둠쌈/씨앗쌈장,,포기김치,,쌀밥/잡곡밥,감자고추장찌개,탕수어,우엉잡채,,오이생채,,포기김치,서울,0.8045267489711934,0.8151093439363817,16:55,0.7157464212678936,5:36,13.9,,0
